0.029923;0.014583;0.019567;0
0.035708;0.012774;0.035673;0
0.031325;0.015786;0.050643;0
0.033650;0.014266;0.065049;0
0.031933;0.015322;0.079732;0
0.032172;0.014929;0.094388;0
0.031677;0.015141;0.109762;0
0.032459;0.014435;0.124631;0
0.031517;0.015180;0.140136;0
0.032450;0.014405;0.155412;0
0.031743;0.015016;0.170908;0
0.032218;0.014523;0.186324;0
0.031824;0.014922;0.201910;0
0.032501;0.014248;0.217348;0
0.031581;0.015143;0.233001;0
0.032856;0.014060;0.248355;0
0.031602;0.015249;0.263884;0
0.032803;0.014223;0.279125;0
0.031930;0.014867;0.294534;0
0.031504;0.014999;0.309901;0
0.032438;0.014076;0.325589;0
0.030953;0.015308;0.341408;0
0.032465;0.014093;0.357322;0
0.031622;0.014779;0.373246;0
0.031103;0.015233;0.388791;0
0.033350;0.013674;0.404109;0
0.030725;0.015717;0.419609;0
0.033930;0.013587;0.434818;0
0.030757;0.015721;0.449895;0
0.033967;0.013458;0.465172;0
0.030773;0.015179;0.480605;0
0.032564;0.013127;0.497659;0
0.032329;0.014518;0.515416;0
0.036044;0.023656;0.012797;0
0.030252;0.025394;0.035287;0
0.032976;0.029977;0.051441;0
0.030437;0.028469;0.068023;0
0.033149;0.029991;0.083793;0
0.031290;0.029614;0.099335;0
0.033436;0.029753;0.114161;0
0.031466;0.028928;0.129619;0
0.033225;0.029834;0.144510;0
0.031379;0.028606;0.160050;0
0.032829;0.029534;0.175439;0
0.031524;0.028723;0.191130;0
0.032462;0.029280;0.206663;0
0.031693;0.028353;0.222381;0
0.032371;0.029873;0.237515;0
0.031209;0.028055;0.253193;0
0.033103;0.029979;0.268324;0
0.031024;0.028135;0.283948;0
0.034053;0.029434;0.299244;0
0.031791;0.029407;0.314429;0
0.033015;0.028076;0.330026;0
0.032445;0.030526;0.345247;0
0.032479;0.027679;0.360626;0
0.032151;0.030155;0.375993;0
0.034528;0.029470;0.390667;0
0.031017;0.028060;0.405336;0
0.035356;0.030604;0.420153;0
0.030427;0.027689;0.433898;0
0.034953;0.030795;0.448856;0
0.031121;0.027408;0.462904;0
0.032138;0.029924;0.478897;0
0.033634;0.025800;0.494460;0
0.029680;0.026681;0.512738;0
0.028490;0.035207;0.021017;0
0.038662;0.037713;0.034272;0
0.032328;0.042674;0.049865;0
0.036879;0.040936;0.065161;0
0.031616;0.043757;0.079857;0
0.035726;0.042927;0.094880;0
0.030898;0.043926;0.110102;0
0.035508;0.042352;0.125381;0
0.031026;0.043679;0.140551;0
0.035684;0.041909;0.156176;0
0.031267;0.043288;0.171273;0
0.035724;0.041834;0.186914;0
0.031452;0.043143;0.202105;0
0.035887;0.041404;0.217925;0
0.031719;0.043632;0.233032;0
0.036355;0.041376;0.248871;0
0.031424;0.043589;0.263681;0
0.035871;0.041730;0.279205;0
0.031202;0.042756;0.294112;0
0.034361;0.042870;0.309582;0
0.031189;0.042334;0.325358;0
0.034075;0.043038;0.341089;0
0.031070;0.042463;0.357494;0
0.034427;0.042673;0.373131;0
0.030661;0.043445;0.389354;0
0.034653;0.041951;0.404985;0
0.030850;0.044150;0.420369;0
0.035785;0.041800;0.435704;0
0.030921;0.044222;0.450574;0
0.035625;0.040811;0.466553;0
0.031811;0.043235;0.481702;0
0.032171;0.037696;0.498390;0
0.036586;0.037416;0.517961;0
0.035080;0.045262;0.013792;0
0.030235;0.049063;0.034984;0
0.035866;0.055862;0.051091;0
0.029561;0.053864;0.066946;0
0.037434;0.057083;0.081285;0
0.030331;0.056196;0.096641;0
0.037739;0.056284;0.111168;0
0.030773;0.055688;0.126646;0
0.037326;0.056016;0.141703;0
0.030535;0.055135;0.157159;0
0.036988;0.055594;0.172564;0
0.030371;0.054958;0.188168;0
0.036748;0.055323;0.203763;0
0.030179;0.054415;0.219155;0
0.036176;0.056014;0.234864;0
0.030037;0.054292;0.250093;0
0.036503;0.056174;0.265659;0
0.030506;0.054981;0.281158;0
0.037570;0.055325;0.296239;0
0.031354;0.056333;0.312113;0
0.037480;0.054278;0.327153;0
0.031379;0.056663;0.343211;0
0.037460;0.054151;0.358333;0
0.031295;0.056343;0.374170;0
0.038078;0.055484;0.389249;0
0.031054;0.055279;0.404682;0
0.038521;0.057103;0.419742;0
0.030147;0.054931;0.433882;0
0.037609;0.057955;0.448709;0
0.031012;0.053841;0.462910;0
0.033553;0.056226;0.479342;0
0.037366;0.050224;0.495457;0
0.029880;0.047692;0.510685;0
0.029797;0.056568;0.019432;0
0.036639;0.062167;0.033963;0
0.030346;0.067712;0.051343;0
0.037393;0.066722;0.066979;0
0.029624;0.069251;0.082402;0
0.037893;0.068470;0.097365;0
0.029321;0.068525;0.112347;0
0.037447;0.068055;0.127371;0
0.029560;0.068337;0.142413;0
0.037172;0.067491;0.157807;0
0.029904;0.068011;0.172890;0
0.037187;0.067251;0.188451;0
0.030282;0.068007;0.203506;0
0.037253;0.066776;0.219213;0
0.030789;0.069019;0.234130;0
0.037260;0.066741;0.250160;0
0.030385;0.068761;0.265161;0
0.036744;0.067412;0.281262;0
0.029540;0.067249;0.296671;0
0.036656;0.068555;0.312440;0
0.029224;0.066521;0.327875;0
0.036953;0.068899;0.343302;0
0.029165;0.066580;0.358597;0
0.036895;0.068722;0.373645;0
0.029061;0.067515;0.388908;0
0.036575;0.068040;0.403833;0
0.029134;0.068774;0.418758;0
0.036798;0.068068;0.433993;0
0.029585;0.069752;0.449038;0
0.035837;0.067099;0.465365;0
0.031229;0.069177;0.481107;0
0.030927;0.061245;0.497237;0
0.035621;0.057474;0.517464;0
0.034931;0.067771;0.014200;0
0.030604;0.072681;0.033977;0
